userName,score,content,at,sentiment,cluster
OG Okin,1,"My host was allowed to keep $1045.63 . The listing was surrounded by bushes, and we never checked in due to terrible crime and safety in the neighborhood. Airbnb allows the host to use a non-refundable policy to defraud guests and compel us to stay or forfeit our money. This is totally unacceptable in the hospitality industry. GUEST IS NOT PRIORITY TO THIS COMPANY. Users is all that counts. Airbnb removed my review because they said it was not relevant to my stay- a stay i never had.",2025-05-19 22:06:03,-0.33125,1
Gabriel Babin,1,new update is terrible please fix,2025-05-19 19:57:58,-0.4318181818181818,1
Liviu Marin,2,"extremely high fees. zero customer support. landlords can be abusive and airbnb gives an ai generated answer, and refuses to let me post a review about it.",2025-05-19 19:54:51,0.16,1
Emmanuel Veigas,5,A 100 percent recommended,2025-05-19 17:26:09,0.0,1
Denise Franks,5,"it is very user friendly, making the search for a home so easy. I really like that you can now see the total cost of the home you are viewing.",2025-05-19 12:57:20,0.2416666666666666,1
А_a К_k,1,"Appalling support. The apartment is filthy, the so-called “cleaning” is a joke, and Airbnb support completely ignored my complaint and refused to refund anything. I’m stuck paying for this disgrace - a cleaning fee for a service that was never done - and now I have to spend two nights in this disgusting place in Gdańsk. Absolute failure on every level. Shame on you.",2025-05-19 12:48:44,-0.3523809523809523,1
Manuel Barr,1,"The new app seems to want the attention on the new experiences maybe a corporate move to influence the added features. overall a disgrace to the normal users. The search is obviously broken. How do we find a specific home, I guess scroll till your fingers get tired. Horrible update. I'm guessing it's the starting faze and hopefully not a facet. Most likely trying to see what the users are doing with the new features. a waste for whoever wanted to go out to an extraordinary location. Boo 👎",2025-05-19 11:40:58,-0.0405050505050505,1
Busi Emily,1,"Putting my payment on hold is a very bad experience to me as a host even now ,I'm still going to wait for 5 to 7working days ,what that for a person whose running a business, I need my payments immediately can't wait .I'm not happy with your service, it shows that you don't care about us ,running a guesthouse needs maintainable",2025-05-19 11:20:14,-0.6549999999999999,1
Kurtis E,1,"anyone else log in, and just get a white screen with only log out at top right?",2025-05-19 10:36:57,0.1964285714285714,1
Cynn Moses,5,Ease of use,2025-05-19 09:54:13,0.0,1
Angelika Parr,4,"Simple and easy sight to use,hundreds off destinations, and you can pick the price you can afford.",2025-05-19 07:15:05,0.2166666666666666,1
Adrian Duncan,5,Always look at AirBnB for accommodation options when away from home.,2025-05-19 06:57:22,0.0,1
Rhoda Baluhya,5,cheapest prices,2025-05-19 05:49:45,0.0,1
Simon Ferrier,1,this new update is terrible. it now won't show me my trips unless I update my personal profile. I've cooked though and updated it but it still tells me to update it again. I'm trying to get the address of the property I'm staying at next week and it won't let me go into the trip details.,2025-05-19 05:35:13,-0.2159090909090909,1
Diogo Henriques,1,"they're cooperating with scammer hosts without proper arguments, it's disgusting guys",2025-05-19 05:33:00,-0.5,1
Robert Lupton,3,confusing as it looks like you have created a second account for me,2025-05-19 05:19:14,-0.15,1
Desiree Smith,5,Convenient and professional,2025-05-19 04:22:37,0.1,1
Dale Peter,5,Such an easy app to use for accommodation.,2025-05-19 02:34:53,0.2166666666666666,1
Izzati Fauzi,1,i'm just really hate this app..it's so inconvenience for me..,2025-05-19 02:07:08,-0.8,1
Bob Bob,1,Hate the new app,2025-05-19 01:58:52,-0.3318181818181818,1
Sean Mitchell,1,"REMINDER: You are paying the same price as a hotel to: 1. make travel more difficult 2. not have anywhere to store your bags before check-in and after checkout 3. not have your bed made, and be expected to clean the room before you catch that flight at 4am 4. be publicly judged and ridiculed by property management companies that are more likely to be psychopathic landlords than helpful hosts 5. increase the cost of living for everyone, including you. Hotels are better than AirBNB in 2025",2025-05-19 01:32:32,0.1407407407407407,1
Dejan,1,good app but worse than African scammers. Takes your money upfront and only then requires ID verification which I didn't have on hand immediately. Could've lost both accommodation and money.,2025-05-19 01:18:54,0.0749999999999999,1
Rosalia,2,"this new update may 2025, feels like a step back for hosts. nothing works like it should.",2025-05-19 00:33:28,0.0681818181818181,1
stan kurylo,5,fab,2025-05-18 23:55:36,0.0,1
Nidhin Jolly,1,WORST.. FIRST THEY DEBIT THE AMOUNT AND CANCEL THE BOOKING SAYING IDENTITY IS NOT VERIFIED. WHY CANT YOU FIRST VERIFY THE IDENTITY AND THEN TAKE MONEY.. USELESS APP,2025-05-18 23:50:15,-0.25,1
Kaushik Hegde,5,one of the best booking apps with insane UI/UX. Every little detail to user experience and design is AMAZING. one annoying thing us you have to change the currency hidden away in settings. would be nice if it changes the currency based on your location,2025-05-18 22:31:39,0.006547619047619,1
Cherlyn Ong,5,this app allowed me to find a affordable Airbnb.,2025-05-18 21:02:46,0.0,1
Caleb Frase,5,I have had no issues yet!,2025-05-18 20:21:44,0.0,1
P M,1,"search not displayed area, how difficult is this. fix it..",2025-05-18 19:16:10,-0.5,1
Jules lfb,1,"new app is rubbish, key features removed - can no longer see how many times my listing has been viewed and no longer receive the phone number once a client has made a booking",2025-05-18 17:57:18,0.2121212121212121,1
Kiran Arora,1,very stupid app .. useless identity verification,2025-05-18 17:19:49,-0.75,1
A Google user,4,"Quite tough for 1st time user.... especially the verification part. Hopefully next round will be easier. Thank God, i ve friend who helps me via whatsapp as i registering....✌️",2025-05-18 14:53:13,-0.1472222222222222,1
Okho Ajake,5,thanks u guys god bless Amen.,2025-05-18 14:32:25,0.2,1
Nuwagaba Prince Aubrey,4,Couldn't find dark mode.,2025-05-18 13:35:06,-0.15,1
Jardel Pagani,1,The app doesn't fit for tablets (Samsung Galaxy Tab S8). It's horrible.,2025-05-18 12:45:23,-0.3,1
Kendra E,1,"Not a fan of the update. Where is the search by cabins, beachfront, view, etc? I don't care about booking by experience.",2025-05-18 07:24:06,0.0,1
X Tal,1,stop making me update every other day for no real reason annoying!,2025-05-18 07:02:12,-0.4083333333333334,1
John,1,Worst app I've seen in years. Terrible UI and selections don't work. Worthless!,2025-05-18 06:04:51,-1.0,1
Kffer,1,"I can't add my phone number as it's not sending any code at all. Reached out to support already and has not provided any resolution update: a week from now, it was raised already as it can be a potential system issue but they just responded to check the Help Center. As if I did not read it since Day 1.",2025-05-18 05:54:29,-0.05,1
Jeff Relf,1,"their filters are atrocious. can't even filter between a studio and a 1 bedroom. Also can't sort by rating or filter by guest favorites. Also many other things you should be able to filter on but cannot. If they add more granular filtering, I'll change my rating. But for now... it seems almost intentionally done.",2025-05-18 05:22:28,0.135,1
Rome Rehmann,5,never dissatisfied,2025-05-18 02:44:56,0.0,1
J H,1,Rip off merchants with ridiculous fees. Adds 40% to the cost of a 3 night stay. Book a hotel instead!,2025-05-18 02:15:49,-0.4166666666666666,1
Hezy Abudy,1,search not working,2025-05-17 23:31:13,0.0,1
Nicola Pirlie Gibson,5,25% discount for over one weeks stay was not applied as was stated? Not paid it all so please apply 25% for the final payment!,2025-05-17 23:21:41,0.0,1
Alex L,1,search for traveling doesn't work this make this app usless for me,2025-05-17 23:00:21,0.0,1
Nemo Bernard,5,the filter options make house searching become much easier. especially you can seek on map with price showing,2025-05-17 21:23:10,0.1,1
AJ MATTHEWS,1,"May 2025 update went backwards. Bring back property categories. I don't always know where specifically I want to go ,but being able to search, beach, off the grid, lake or any diverse location. Now you have limited the search to a specific geographical location.",2025-05-17 20:56:49,0.1071428571428571,1
Nikolai Khudiakov,1,Doesn't work,2025-05-17 20:48:05,0.0,1
Debra Lyndley,1,clunky and slow,2025-05-17 20:36:11,-0.3,1
Steve Thompson,2,"Your update has ruined the app. Prior to this you'd have a header with things like 'cabin', 'sea views' etc which made it easy to search for a particular type. You've removed that for the ridiculous hire a chef for a day ....",2025-05-17 17:25:55,0.0666666666666666,1
Mohammed Yousif,5,trips,2025-05-17 17:19:54,0.0,1
Bill Bishop,5,I have booked accommodations through Airbnb numerous times now and never have had a problem.,2025-05-17 17:11:39,0.0,1
Justin F,5,luv!,2025-05-17 14:27:36,0.0,1
Kat Larez,1,"filing lawsuit against Airbnb, for racial discrimination, and running a background check on people, thank God I'm talking to a lawyer already he's going to take my case, I'm going to definitely sue for $50 million for racial discrimination and emotional distress, and running a background check on me without my consent",2025-05-17 13:15:00,0.0,1
pRada MA,5,never had a bad booking,2025-05-17 12:24:36,-0.6999999999999998,1
Luiza Nunes,5,Muito Bom! Até agora estou amando!,2025-05-17 10:40:03,0.0,1
Jyothiraditya Kalagani,5,"Quite simple to navigate and booking. No hidden charges, better than lots of other booking apps",2025-05-17 10:27:03,0.1145833333333333,1
Andres Cardoza,1,"reclame, porque no me sentía seguro en el lugar y se lavaron las manos. no lo volveré a usar.",2025-05-17 09:18:55,0.0,1
Cynthia Washington,5,I luv Klara it works out for me .,2025-05-17 09:02:53,0.0,1
Tatiana Ovanessoff,2,"Very clunky. Even with exact address it's almost impossible to find the place you want. Very poor search function. And don't even try to report a problem with the software to their Support, unless you have half a day or more to waste ( we've been in this for 7 years, but the staff knows better..?) Have asked over years to remove the useless 8 day reminder, and only website decoration is appled, rather than improved functionality. We could list so many more real problems. No way to give feedback",2025-05-17 08:21:03,0.0458974358974359,1
Rachel Miller,5,I've never had a bad experience!,2025-05-17 04:16:05,-0.8749999999999998,1
María P.,1,I have a perfect working camera on my laptop. Why do I have to download your stupid app just to verify my identity? I was almost fooled that I could do everything on the web UI for once. Yikes.,2025-05-17 01:12:05,0.1,1
Paquito Jimenez,5,"we stay before this apartment, it will be our third visit",2025-05-16 23:05:26,0.0,1
niel,5,👍👍👍,2025-05-16 23:01:00,0.0,1
Marian Paris,1,did your app stopped working recently??? now I cannot book a stay anywhere,2025-05-16 22:32:55,0.0,1
Mahesh,1,They need to upgrade their payment method. Taking so much time to refund the amount. I have booked property on 10th may. due to account verification they have cancelled my booking. but my question is if your app needs verification to book the property then why did you charge before verification? and we are living in 2025 but this app features are from 80s. I contacted customer care so many times but even they don't know the solution. only solution is to wait until it is credited. not recommend,2025-05-16 22:05:18,0.14375,1
A D D,1,"i tried booking from 12-15 of may stay and after i put my payment info it went to the next page saying the dates were not available. then i booked on place B. this second booking also did not go thu from 12-15 of may then i booked on the days they were available 13-15 of may. and ""magically"" the next morning all reservations were confirmed including 2 bookings on place B for 2 different dates. now why am i paying a cancelation fee for the places i was forced to book for their ""unavailable"" days?",2025-05-16 21:52:23,0.0888888888888888,1
Jeffrey Furlong,1,too complicated for seniors,2025-05-16 21:06:42,-0.5,1
Eva Bagurske,1,it keeps asking to identify my identity over and over again!,2025-05-16 21:01:19,0.0,1
Milos Rakic,1,Kada ukucam parametre u pretragu ne izlazi ništa. Popravite brzo.,2025-05-16 19:24:44,0.0,1
Vytis M,1,Hosts receive no support when dealing with unfounded guest reviews,2025-05-16 15:52:26,0.0,1
Visual Angels,1,"Very bad cancellation policies. Some policies with no negotiation possibilities. Just take people's hard earned money. Does not hold users deposits, gave it to the host directly.",2025-05-16 12:00:41,-0.3672222222222221,1
Melissa Janes,2,I use this app for all my trips and have never had a problem. Truly a breeze to find the perfect getaway. BUT HATE THE UPDATE!!! BRING BACK THE OLD VERSION!! You use to be 5 🌟,2025-05-16 11:17:49,0.0390625,1
Kevin Strong,1,the update has made the app trash. can't search like you use to,2025-05-16 10:50:50,0.0,1
Steve Evans,1,"Fun ""property types"" removed and ""packaged"" garbage inserted instead. Expecting a further decline with this app now, at least in our demographic group. It was useful before the very recent updates, but now my intelligence has been insulted and have no use for the ""influencer"" type of content.",2025-05-16 10:33:51,0.06,1
Nichole M.,4,the only thing I do not like about this app is that although they allow you to make an initial down payment and pay the rest off. they do not allow you to make payments you can only make one payment of the remainder. I just think it would be much more convenient to allow smaller payments up until the due date of the final amount. hopefully they will change this in the future. I will definitely use Airbnb again in the future hopefully by that time they will allow smaller payments of the reminder,2025-05-16 09:47:08,0.018287037037037,1
Tab Mora,2,"This app used to be pretty good until the most recent update. No more categories. You are just limited to search by region. feels like instead of improving, they took a step back, trying to make it minimalistic. Not a good experience",2025-05-16 09:42:01,0.0973214285714285,1
Tim Davis,1,Future trips have disappeared! They are just not visible in the app (but do appear on Windows/Chrome),2025-05-16 06:37:04,0.0,1
Leland,1,"App navigation is broken. App UI sucks. For hosts, the protection policy is so restrictive that you will sustain losses after unexpected parties and other events. If a guest damages or steals an item, air bnb devalues the item and pays only some of the amount it's worth. So you pay 20 or 30% per damaged item. Air bnb does not care about your property and they do not provide full property protection. For a 15% fee, I expect better coverage. I would prefer a third party provider, like VRBO has.",2025-05-16 06:24:33,0.0472222222222222,1
M C,5,unbelievable good,2025-05-16 06:22:44,0.2249999999999999,1
Peter Livaudais,1,triple request for card... auth,2025-05-16 06:04:27,0.0,1
Bobbie Vaughn,5,awsome,2025-05-16 05:48:43,0.0,1
Kids Guerrero,5,Use it all the time. Never have an issue!,2025-05-16 05:26:40,0.0,1
Ash Peiffer,1,"Taking away the style of home was the worst update ever, at leave give the option to choose island, cabin, treehouse, views. Hate it now!!",2025-05-16 03:34:22,-1.0,1
Faaiz Qadri,1,cannot verify myself. i keep on getting this error: ID not visible,2025-05-16 02:50:07,0.0,1
robbyfree1,1,New update really sucks. bring back simplicity,2025-05-16 02:37:02,-0.0545454545454545,1
Ben Noyb,2,"New ambitions towards being a super app are not welcome, all we want from Airbnb is accommodation, the rest just convolutes the experience and drives us to the competition",2025-05-16 02:26:49,0.0232323232323232,1
Robert S,1,"Garbage customer service, they couldn't care less about their hosts or their guests. It's absolutely grueling when there's even a slight problem. The company doesn't deal with scam hosts at all so you could be left without a place to stay. Their agents are just bots as far as anyone can tell. You can't use giftcards on the app either, as there isn't currently an option to pay with it. I'd give them zero stars if I could.",2025-05-16 02:06:24,-0.0055555555555555,1
Urooj Fatima,3,The interface can be made better. You need to go back and forth to see different pieces of information.,2025-05-16 01:56:59,0.1666666666666666,1
Jenny L.,5,not working with update,2025-05-16 01:29:26,0.0,1
Tata,1,"Airbnb allows hosts to request the removal of honest reviews. I had a bad experience and provided clear proof (photos, messages), but my review was deleted just because the host didn’t like it. That means guests cannot trust the reviews they see. The platform protects hosts even when they’re clearly wrong. This puts travelers — especially those with children — at risk. Airbnb is no longer reliable.",2025-05-16 01:09:41,-0.0999999999999999,1
Ágnes Szörcsey,4,"extremely ugly new icons, otherwise the app is perfect",2025-05-16 01:03:56,0.1454545454545454,1
AARON LO,5,I like,2025-05-15 22:46:28,0.0,1
Jacob Chokan,1,"Airbnb was trash when they were just trying to ruin the housing market, now they want to trash up the rest of the whole world. NO!",2025-05-15 22:09:42,0.25,1
Imran Ahmed,1,keeps telling me to update the app even though I have,2025-05-15 18:22:51,0.0,1
Gabriel Escudero,1,App keeps asking to update with new app. even after downloading the updated. please fix the issue!,2025-05-15 17:28:17,0.1704545454545454,1
zibambo - the forefather,5,Simple and practical,2025-05-15 15:51:26,0.0,1
Honest Reviewer,3,"Edit: After the last update, i no more can find the accommodation types like tiny homes, lake view, cabin... where are they?? Nice app and concept. The App worked offline (It caches what you have already opened) so i was able to get manyvdetails without Internet access ( useful when you arrive and you have no access to anything.",2025-05-15 15:19:49,0.1916666666666666,1
Conor Williams,1,"Bad customer service, and beware of AIRBNB gift cards: don't have friends gift you any cards from airbnb that are out of your country, as they won't work when you're back in your original country. Airbnb will not help you in any way with this issue, leading to wasted money. A friend of mine got my a gift card (UK) for my wedding, but it fails to work in Canada. There are workarounds but a gift card should just work, right?",2025-05-15 14:33:54,-0.1232142857142857,1
Khizer Sohail,1,"As a medical doctor visiting for professional reasons, I had a deeply distressing experience with Airbnb. I encountered a mouse in the bedroom of my rental (Complaint No. A49578969), which made it impossible to sleep. Despite providing photo evidence of droppings, the issue was not resolved. Airbnb must do better to uphold guest safety. I strongly urge potential users to reconsider if they're expecting reliability and accountability.",2025-05-15 14:31:37,0.0083333333333333,1
Alyssa McKeown,1,new update is terrible UX,2025-05-15 13:53:33,-0.4318181818181818,1
roelof ulrich,1,the new version is garbage,2025-05-15 12:22:01,0.1363636363636363,1
Kristal Killebrew,1,The new platform sucks. do better airbnb.,2025-05-15 10:59:24,0.1121212121212121,1
Clare SJ Choi,1,Could not take a photo of my ID to verify.,2025-05-15 10:35:09,0.0,1
Christopher Kearns,5,"very awkward at first, but I hope everything is done now.",2025-05-15 04:09:41,-0.265,1
Mobile File,1,"I booked and paid for a rental, the host cancelled my reservation. After more than 7 business days, I expected to receive a refund. I called Airbnb, they said they had to check and would call me back in a few minutes, but I haven't heard anything since. I've been a good customer for them, but I think this is the last time I'll use their services again.",2025-05-15 04:02:26,0.15,1
Dusty,2,"You can't explore things like islands, cabins, caves, things like that now. I used those to decide where to go. I didn't know before.",2025-05-15 01:56:19,0.0,1
Uno _,1,"If i could give it 0 stars, I would. UTTER GARBAGE. Ive been trying to book a place for WEEKS, always says ""something went wrong"". Support is USELESS. All they say is ""call your bank, try different payment method, try booking for a different day, try a different listing, etc"" tried those, didn't work. It's NOT on my end. If I can get someone to actually fix this stupid technical issue I will change my review accordingly.",2025-05-15 01:42:08,-0.1999999999999999,1
ransel Hansel,5,"As a host, i would prefer we can filter the listing by internal name. So easier to manage location and stuff. Just input overall not bad. The new update cannot note on calendar. Sometimes need to schedule maintenance. But we no longer cannot write note on the date. Please fix",2025-05-15 00:37:46,0.121590909090909,1
Sofia Muller,1,"I was charged for a rental. Couple of days before the trip host rejected my stay. Airbnb refunded host's part,but kept ""service"" charge. Their support insisted that it was legit as Airbnb has provided me with a booking service. It wasn't easy to find another place in the same location so close to the event, so my trip was spoiled and since that, I NEVER can recommend this ""service""",2025-05-14 22:48:54,0.2166666666666666,1
Lisa,1,Holiday search does not bring back any results currently.,2025-05-14 22:43:45,0.0,1
Serg L,1,"After the update today, search for travelers not working on Android",2025-05-14 21:43:34,0.0,1
Markus Karlsson,1,"Getting worse. It was already bad enough that they misrepresent the prices and do not respect my filter choices. But now they will bloat the app and heavily market stuff to me I am not interested in. I'm one of their top customers, but even I have my limits..",2025-05-14 20:36:22,-0.1541666666666666,1
Jen Harvey,1,"This app used to be fantastic until the most recent update in May 2025. Please bring back the property categories, such as Lake, Beachfront, OMG, Cabins, City Views, etc - that would display many options from multiple, diverse locations. I want to search destinations by the type of environment they offer, not just limited to a specific geographic location as in Town/State/Country. Horrible upgrade 🙄🤦‍♀️😐",2025-05-14 16:51:40,0.0328571428571428,1
Richard Harborne,1,awful security,2025-05-14 16:23:49,-1.0,1
Gid Kur,5,"I just updated airbnb app to version 25.19.2, dated May 12 2025. it display nothing than refresh page at first. but now it runs well. thanks Airbnb. you're awesome👍👍",2025-05-14 15:31:05,0.225,1
Andy,1,This app is a skeuomorphic embarrassment. The company is obviously in decline.,2025-05-14 14:39:15,0.0,1
Anant Bhatnagar,1,why are the room prices are displayed in £ instead of rupee in India,2025-05-14 14:27:40,0.0,1
Vincent Valerian,5,It's cheaper than hotels.,2025-05-14 13:33:16,0.0,1
Bes RotMG,2,"App is a handy way to check listings on mobile. That being said, the gabage bloatware feature of perpetually bugging you within the app to update to latest version (once every 30 seconds) is beyond ridiculous. Either force me to update to retain functionality or get this ""please update"" notification the hell out of my way. Beyond garbage feature.",2025-05-14 12:40:37,0.1791666666666666,1
Corey Gorgon,5,better than the other options and good enough to go back again and again,2025-05-14 12:24:35,0.215,1
Rachel Rubi,1,horrible,2025-05-14 10:53:19,-1.0,1
Merve Ulus,5,"I was having trouble completing my booking on the website, but the app made everything so much easier! The process was smooth, fast, and user-friendly.",2025-05-14 10:30:26,0.1625,1
Chris Gorton,1,"After today's update, all I get when I try to search is ""something went wrong with your request."" The refresh page link is below the statement. I deleted redownloaded and the same issue is present.",2025-05-14 10:00:42,-0.1666666666666666,1
hilaire brockmeyer,1,it stopped working with the update. I can't search or get to my wishlist,2025-05-14 10:00:22,0.0,1
DemonKnight,1,"05/13 app says something went wrong please refresh. refreshed same thing, update it same thing, uninstall, re-install same thing.",2025-05-14 09:58:57,-0.125,1
Nathia Soto,1,"Updated the app. Now, it does not load.",2025-05-14 09:55:46,0.0,1
Amanda O'Brien,1,"terrible update can't use the app, totally useless.",2025-05-14 09:54:54,-0.75,1
Carol Mariana,3,"A atualização recente está cheia de bugs, não consigo abrir as funções do app e, quando entro pelo navegador, dá mensagem ""error 500"". Por favor, corrijam isso!!!",2025-05-14 09:54:45,0.0,1
Jose D “Animal” A,1,"please fix new update ,05/13/2025 app wont work after update",2025-05-14 09:54:03,0.1363636363636363,1
aehr chun,3,new update.. was so buggy and slow,2025-05-14 09:51:58,-0.0818181818181818,1
Kristin R,1,"Since the update the app is unusable. I cannot choose who will visit, so it doesn't let me search.",2025-05-14 09:51:41,0.0,1
Don Burns,1,big update sucks! I can not book rooms. I have no desire to book experiences. Does not work on Android or ios!,2025-05-14 09:50:26,-0.234375,1
Steve Beltrondo,1,Can't add guests since the update so I cant use it anymore.,2025-05-14 09:45:08,0.0,1
MOHD LOTFI,1,"cant use anymore after recent updated, ask to refresh multiples time bust still unsuccessful to search",2025-05-14 09:42:36,0.0,1
Stacey Lundin,1,since the update the app no longer works,2025-05-14 09:39:53,0.0,1
Makayla Suttle,1,app is unusable with update.,2025-05-14 09:37:39,0.0,1
Eugene Southworth,1,"Downloaded app then it wouldn't keep the password changed the password then it boots you off and you start all over. 2025 the app made me update, now it doesn't work. I go through all the work searching for properties to select and then the program freezes",2025-05-14 09:35:11,0.0,1
Phil,1,Ever since there was an update I keep getting error messages and am unable to get to any of my saved information on the trip I was looking to take. This is frustrating when I'm trying to look for a trip.Guess I will not use the site,2025-05-14 09:33:40,-0.45,1
Shaun Warman,1,New update is bad. Very cluttered and broken. All my wishlists for an upcoming trip were lost and I'm sent to an error page.,2025-05-14 09:32:44,-0.1909090909090908,1
Inda Agony,2,"after updating the app, it stated to refresh page but nothing is refreshed. jus blank page. before i update all is per normal. i was about to book an apt and u prompt need to update but after update i cant access to your app. go and do something asap. i need to book.",2025-05-14 09:28:22,0.25,1
Cool Man,1,the new update ruined this app!,2025-05-14 09:24:48,0.1704545454545454,1
Delta Sunshine,1,"I uninstalled the app due to daily update messages, now it won't let me search for rentals once I installed again. This app truly sucks.",2025-05-14 09:23:48,-0.1416666666666666,1
April Picklesimer,1,this new update is causing issues. I can't search for anything.,2025-05-14 09:21:06,0.1363636363636363,1
Rachael C,1,The new update just says refresh the page it doesn't work anymore,2025-05-14 09:19:21,0.1363636363636363,1
Tamara Thompson,1,This update is trash. Nothing works. Get it it together. The app is unusable completely,2025-05-14 09:18:04,0.1,1
Desiree Hernandez,1,just had an update today and now I can't book any future trips because the app has an error.,2025-05-14 09:07:24,0.0,1
